Mouse Cage ,Mouse Number,Tag,Strain,Diet,Week,PercBWincrease,BW_Average,Food_Mass,Food_Avg,Ingest_bymouse,Glucose,Trig,NEFA,BCAA,Insulin
25,88,LE,DBA/2J,American,3,39.7,38.6,85.5,24.0625,0.086586902,,,,,
25,89,RLE,DBA/2J,American,3,34.9,38.6,85.5,24.0625,0.098495702,,,,,
26,90,NT,DBA/2J,American,3,40.1,38.6,54.8,24.0625,0.085723192,,,,,
26,91,RE,DBA/2J,American,3,38,38.6,54.8,24.0625,0.090460526,,,,,
27,92,NT,DBA/2J,American,3,37.6,38.6,52.2,24.0625,0.091422872,,,,,
27,93,RE,DBA/2J,American,3,38.6,38.6,52.2,24.0625,0.089054404,,,,,
28,94,NT,DBA/2J,Mediterranean,3,39.3,38.3,93.1,23.875,0.086786623,,,,,
28,95,RE,DBA/2J,Mediterranean,3,34,38.3,93.1,23.875,0.100315126,,,,,
28,96,LE,DBA/2J,Mediterranean,3,37.3,38.3,93.1,23.875,0.091440061,,,,,
28,97,RLE,DBA/2J,Mediterranean,3,40.4,38.3,93.1,23.875,0.084423621,,,,,
29,98,NT,DBA/2J,Mediterranean,3,41,38.3,97.9,23.875,0.083188153,,,,,
29,99,RE,DBA/2J,Mediterranean,3,38.9,38.3,97.9,23.875,0.08767903,,,,,
29,100,LE,DBA/2J,Mediterranean,3,38.2,38.3,97.9,23.875,0.089285714,,,,,
29,101,RLE,DBA/2J,Mediterranean,3,37.3,38.3,97.9,23.875,0.091440061,,,,,
30,102,NT,DBA/2J,Vegetarian,3,38.3,37.2625,88.8,22.4375,0.083690787,,,,,
30,103,RE,DBA/2J,Vegetarian,3,32.1,37.2625,88.8,22.4375,0.099855363,,,,,
30,104,LE,DBA/2J,Vegetarian,3,31.6,37.2625,88.8,22.4375,0.101435353,,,,,
30,105,RLE,DBA/2J,Vegetarian,3,40.1,37.2625,88.8,22.4375,0.079934093,,,,,
31,106,NT,DBA/2J,Vegetarian,3,39.2,37.2625,90.7,22.4375,0.081769315,,,,,
31,107,RE,DBA/2J,Vegetarian,3,39.9,37.2625,90.7,22.4375,0.080334765,,,,,
31,108,LE,DBA/2J,Vegetarian,3,36.4,37.2625,90.7,22.4375,0.088059262,,,,,
31,109,RLE,DBA/2J,Vegetarian,3,40.5,37.2625,90.7,22.4375,0.079144621,,,,,
32,110,NT,DBA/2J,Vegan,3,38.9,37.8,98,24.2375,0.089010283,,,,,
32,111,RE,DBA/2J,Vegan,3,40.2,37.8,98,24.2375,0.086131841,,,,,
32,112,LE,DBA/2J,Vegan,3,39.3,37.8,98,24.2375,0.088104326,,,,,
32,113,RLE,DBA/2J,Vegan,3,41.8,37.8,98,24.2375,0.082834928,,,,,
33,114,NT,DBA/2J,Vegan,3,34.8,37.8,95.9,24.2375,0.099497126,,,,,
33,115,RE,DBA/2J,Vegan,3,37.6,37.8,95.9,24.2375,0.092087766,,,,,
33,116,LE,DBA/2J,Vegan,3,37.3,37.8,95.9,24.2375,0.092828418,,,,,
33,117,RLE,DBA/2J,Vegan,3,32.5,37.8,95.9,24.2375,0.106538462,,,,,
34,118,NT,S/J,American,3,28.4,28.675,76.4,20.725,0.104250503,,,,,
60,119,RE,S/J,American,3,29,28.675,76.4,20.725,0.102093596,,,,,
34,120,LE,S/J,American,3,26.6,28.675,76.4,20.725,0.111305048,,,,,
34,121,RLE,S/J,American,3,30.4,28.675,76.4,20.725,0.097391917,,,,,
35,122,NT,S/J,American,3,29.2,28.675,51.7,20.725,0.101394325,,,,,
57,123,RE,S/J,American,3,25.7,28.675,51.7,20.725,0.11520289,,,,,
36,124,NT,S/J,American,3,27.7,28.675,18.8,20.725,0.106884992,,,,,
37,125,NT,S/J,American,3,32.4,28.675,18.9,20.725,0.091380071,,,,,
42,126,NT,S/J,Mediterranean,3,31.4,30.41428571,22.5,22.2571429,0.101260887,,,,,
44,127,RE,S/J,Mediterranean,3,30.3,30.41428571,26.5,22.2571429,0.104937025,,,,,
38,128,LE,S/J,Mediterranean,3,30.2,30.41428571,26,22.2571429,0.105284498,,,,,
43,129,RLE,S/J,Mediterranean,3,28,30.41428571,23.5,22.2571429,0.113556852,,,,,
39,130,NT,S/J,Mediterranean,3,29.9,30.41428571,18.2,22.2571429,0.106340864,,,,,
40,131,NT,S/J,Mediterranean,3,30.6,30.41428571,20.2,22.2571429,0.10390823,,,,,
41,132,NT,S/J,Mediterranean,3,32.5,30.41428571,18.9,22.2571429,0.097833595,,,,,
45,133,NT,S/J,Vegetarian,3,27.5,27.85,57.3,22.12,0.114909091,,,,,
45,134,RE,S/J,Vegetarian,3,28,27.85,57.3,22.12,0.112857143,,,,,
45,135,LE,S/J,Vegetarian,3,29.4,27.85,57.3,22.12,0.107482993,,,,,
55,136,NT,S/J,Vegetarian,3,23.4,27.85,35.4,22.12,0.135042735,,,,,
56,137,RE,S/J,Vegetarian,3,28.3,27.85,NA,22.12,0.111660777,,,,,
59,138,LE,S/J,Vegetarian,3,29.9,27.85,NA,22.12,0.105685619,,,,,
46,139,RLE,S/J,Vegetarian,3,31.2,27.85,NA,22.12,0.101282051,,,,,
47,140,NT,S/J,Vegetarian,3,25.1,27.85,17.9,22.12,0.125896414,,,,,
48,141,NT,S/J,Vegan,3,28.2,28.375,77.4,23.45,0.118794326,,,,,
48,142,RE,S/J,Vegan,3,29.6,28.375,77.4,23.45,0.113175676,,,,,
48,143,LE,S/J,Vegan,3,27.2,28.375,77.4,23.45,0.123161765,,,,,
49,144,NT,S/J,Vegan,3,28.3,28.375,20.6,23.45,0.118374558,,,,,
50,145,NT,S/J,Vegan,3,28.7,28.375,22.2,23.45,0.116724739,,,,,
51,146,NT,S/J,Vegan,3,28.6,28.375,18.2,23.45,0.117132867,,,,,
52,147,NT,S/J,Vegan,3,27.5,28.375,49.2,23.45,0.121818182,,,,,
52,148,RE,S/J,Vegan,3,28.9,28.375,49.2,23.45,0.115916955,,,,,
53,149,NT,S/J,Chow,3,27.9,27.16666667,71.6,25.81666667,0.132189793,,,,,
53,150,RE,S/J,Chow,3,24.2,27.16666667,71.6,25.81666667,0.15240063,,,,,
53,151,LE,S/J,Chow,3,28.1,27.16666667,71.6,25.81666667,0.131248941,,,,,
54,152,NT,S/J,Chow,3,26.1,27.16666667,83.3,25.81666667,0.141306331,,,,,
54,153,RE,S/J,Chow,3,29.1,27.16666667,83.3,25.81666667,0.126738668,,,,,
54,154,LE,S/J,Chow,3,27.6,27.16666667,83.3,25.81666667,0.133626639,,,,,
1,1,RE,C57BL/6J,Chow,4,27.6,29.51428571,51.9,27,0.139751553,147,128.1286,1.129221698,,0.65
1,2,NT,C57BL/6J,Chow,4,27.5,29.51428571,51.9,27,0.14025974,144,66.5914,1.040683962,,0.48
2,3,NT,C57BL/6J,Chow,4,33.2,29.51428571,107.4,27,0.116179002,201,195.0638,1.233195755,,0.95
2,4,RE,C57BL/6J,Chow,4,28.9,29.51428571,107.4,27,0.133465151,130,39.6014,1.231597877,,0.31
2,5,LE,C57BL/6J,Chow,4,29.8,29.51428571,107.4,27,0.129434324,155,155.1186,1.413160377,,0.77
2,6,RLE,C57BL/6J,Chow,4,30.2,29.51428571,107.4,27,0.127719962,175,137.845,1.244551887,,0.61
3,7,NT,C57BL/6J,Chow,4,29.4,29.51428571,29.7,27,0.131195335,137,81.7058,1.018018868,,0.76
4,8,NT,C57BL/6J,American,4,35.5,34.125,76.8,22.2375,0.089486922,134,158.3574,1.488254717,,3.11
4,9,RE,C57BL/6J,American,4,30.5,34.125,76.8,22.2375,0.104156909,146,292.2278,1.230754717,,1.77
4,10,LE,C57BL/6J,American,4,32.7,34.125,76.8,22.2375,0.09714941,166,160.5166,1.287004717,,2.32
4,11,RLE,C57BL/6J,American,4,30.7,34.125,76.8,22.2375,0.103478362,188,97.8998,1.640742925,,1.27
5,12,NT,C57BL/6J,American,4,34.8,34.125,101.1,22.2375,0.091286946,222,110.855,NA,,1.64
5,13,RE,C57BL/6J,American,4,35.4,34.125,101.1,22.2375,0.089739709,135,208.019,1.420400943,,2.55
5,14,LE,C57BL/6J,American,4,37.7,34.125,101.1,22.2375,0.084264873,119,205.8598,1.585660377,,5.5
5,15,RLE,C57BL/6J,American,4,35.7,34.125,101.1,22.2375,0.088985594,165,118.4122,0.960683962,,1.55
6,16,NT,C57BL/6J,Mediterranean,4,30.8,33.27142857,89.4,22.6125,0.104881725,153,92.5018,2.041509434,,1.02
6,17,RE,C57BL/6J,Mediterranean,4,30.8,33.27142857,89.4,22.6125,0.104881725,203,54.7158,0.780518868,,0.77
6,18,LE,C57BL/6J,Mediterranean,4,NA,NA,NA,NA,NA,224,NA,NA,NA,NA
6,19,RLE,C57BL/6J,Mediterranean,4,36.8,33.27142857,89.4,22.6125,0.087781444,143,89.263,1.412075472,,1.25
7,20,NT,C57BL/6J,Mediterranean,4,33.4,33.27142857,91.5,22.6125,0.09671728,220,36.3626,0.772712264,,0.83
7,21,RE,C57BL/6J,Mediterranean,4,33.8,33.27142857,91.5,22.6125,0.095572697,206,95.7406,1.8,,1.3
7,22,LE,C57BL/6J,Mediterranean,4,33.2,33.27142857,91.5,22.6125,0.097299914,192,76.3078,1.274009434,,0.97
7,23,RLE,C57BL/6J,Mediterranean,4,34.1,33.27142857,91.5,22.6125,0.094731881,156,77.3874,0.961108491,,1.34
8,24,NT,C57BL/6J,Vegetarian,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,25,RE,C57BL/6J,Vegetarian,4,31.5,30.08333333,45.2,20.8833333,0.094708995,149,109.7754,1.119646226,,1.28
8,26,LE,C57BL/6J,Vegetarian,4,30.9,30.08333333,45.2,20.8833333,0.096548004,136,71.9894,1.558231132,,0.94
9,27,NT,C57BL/6J,Vegetarian,4,28.7,30.08333333,59.4,20.8833333,0.103948896,199,84.9446,1.066910377,,0.91
9,28,RE,C57BL/6J,Vegetarian,4,30.9,30.08333333,59.4,20.8833333,0.096548004,159,161.5962,1.408985849,,1.61
9,29,LE,C57BL/6J,Vegetarian,4,29.7,30.08333333,59.4,20.8833333,0.100448934,157,154.039,1.537028302,,1.57
10,30,NT,C57BL/6J,Vegetarian,4,28.8,30.08333333,20.7,20.8833333,0.103587963,181,NA,1.083419811,,1.59
11,31,NT,C57BL/6J,Vegan,4,32.6,30.475,92.1,22,0.096406661,243,217.7354,1.11495283,,1.45
58,32,RE,C57BL/6J,Vegan,4,30.7,30.475,92.1,22,0.102373197,160,NA,1.192004717,,1.48
11,33,LE,C57BL/6J,Vegan,4,32.6,30.475,92.1,22,0.096406661,210,53.6362,1.175731132,,0.64
11,34,RLE,C57BL/6J,Vegan,4,30.6,30.475,92.1,22,0.10270775,157,50.3974,0.817617925,,1
12,35,NT,C57BL/6J,Vegan,4,29.6,30.475,83.9,22,0.106177606,221,137.845,1.050613208,,1.37
12,36,RE,C57BL/6J,Vegan,4,28.7,30.475,83.9,22,0.109507218,218,64.4322,1.065153302,,0.94
12,37,LE,C57BL/6J,Vegan,4,28.3,30.475,83.9,22,0.111055023,178,95.7406,0.788726415,,0.95
12,38,RLE,C57BL/6J,Vegan,4,30.7,30.475,83.9,22,0.102373197,150,114.0938,2.922700472,,1.1
13,39,NT,A/J,Chow,4,29.5,27.81428571,106.4,26.0428571,0.126115531,126,220.6376,0.967517084,,0.52
13,40,RE,A/J,Chow,4,29.2,27.81428571,106.4,26.0428571,0.127411238,148,97.6946,0.972164009,,0.23
13,41,LE,A/J,Chow,4,29.4,27.81428571,106.4,26.0428571,0.126544495,125,375.7526,1.792118451,,0.64
13,42,RLE,A/J,Chow,4,28.2,27.81428571,106.4,26.0428571,0.131929367,155,312.5576,1.406514806,,0.64
14,43,NT,A/J,Chow,4,25.5,27.81428571,75.9,26.0428571,0.145898359,128,387.2426,1.529111617,,0.41
14,44,RE,A/J,Chow,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,45,LE,A/J,Chow,4,23.9,27.81428571,75.9,26.0428571,0.155665613,118,340.1336,1.832511628,,0.77
14,46,RLE,A/J,Chow,4,29,27.81428571,75.9,26.0428571,0.128289936,140,264.2996,2.349255814,,0.38
15,47,NT,A/J,American,4,30.1,31.0625,78.5,18.975,0.090056953,130,556.1456,3.981581395,,0.85
15,48,RE,A/J,American,4,33.6,31.0625,78.5,18.975,0.08067602,175,191.9126,0.795813953,,1.75
15,49,LE,A/J,American,4,36.3,31.0625,78.5,18.975,0.074675325,147,342.4316,3.867023256,,1.91
15,50,RLE,A/J,American,4,29.6,31.0625,78.5,18.975,0.091578185,133,505.5896,4.376790698,,0.88
16,51,NT,A/J,American,4,26.9,31.0625,73.3,18.975,0.100770048,155,153.9956,2.925674419,,0.42
16,52,RE,A/J,American,4,32.1,31.0625,73.3,18.975,0.084445928,136,347.0276,NA,,1.05
16,53,LE,A/J,American,4,31.1,31.0625,73.3,18.975,0.087161231,140,235.5746,1.927107062,,0.67
16,54,RLE,A/J,American,4,28.8,31.0625,73.3,18.975,0.094122024,142,263.1506,1.911936219,,0.78
17,55,NT,A/J,Mediterranean,4,32.2,29.6625,70.2,18.8375,0.083573647,138,142.5056,0.911298405,,0.88
17,56,RE,A/J,Mediterranean,4,30.9,29.6625,70.2,18.8375,0.08708969,115,203.4026,1.898542141,,0.71
17,57,LE,A/J,Mediterranean,4,24.7,29.6625,70.2,18.8375,0.10895026,150,342.4316,0.209840547,,0.14
17,58,RLE,A/J,Mediterranean,4,28.9,29.6625,70.2,18.8375,0.093116658,179,505.5896,0.913394077,,0.45
18,59,NT,A/J,Mediterranean,4,29.8,29.6625,80.5,18.8375,0.09030441,157,153.9956,1.037448747,,0.41
18,60,RE,A/J,Mediterranean,4,29.7,29.6625,80.5,18.8375,0.090608466,142,347.0276,1.38642369,,1.23
18,61,LE,A/J,Mediterranean,4,31.1,29.6625,80.5,18.8375,0.086529628,172,235.5746,0.736765376,,0.81
18,62,RLE,A/J,Mediterranean,4,30,29.6625,80.5,18.8375,0.089702381,114,263.1506,1.53070615,,0.74
19,63,NT,A/J,Vegetarian,4,26.2,28.45,68.8,17.6375,0.096169575,125,142.5056,0.961321185,,0.4
19,64,RE,A/J,Vegetarian,4,28.4,28.45,68.8,17.6375,0.088719819,152,203.4026,1.037448747,,1.15
19,65,LE,A/J,Vegetarian,4,31.9,28.45,68.8,17.6375,0.07898567,134,86.2046,1.143553531,,0.54
19,66,RLE,A/J,Vegetarian,4,26.4,28.45,68.8,17.6375,0.095441017,130,163.1876,1.221002278,,0.39
20,67,NT,A/J,Vegetarian,4,29.7,28.45,72.3,17.6375,0.08483646,177,151.6976,1.108610478,,0.82
20,68,RE,A/J,Vegetarian,4,27.7,28.45,72.3,17.6375,0.090961836,140,289.5776,1.837585421,,0.83
20,69,LE,A/J,Vegetarian,4,29,28.45,72.3,17.6375,0.086884236,148,262.0016,1.316264237,,0.73
20,70,RLE,A/J,Vegetarian,4,28.3,28.45,72.3,17.6375,0.089033317,122,101.1416,0.847653759,,0.32
21,71,NT,A/J,Vegan,4,26.7,27.525,74.6,18.7,0.100053505,147,162.0386,0.824601367,,0.52
21,72,RE,A/J,Vegan,4,28.2,27.525,74.6,18.7,0.09473151,111,52.8836,1.087289294,,0.89
21,73,LE,A/J,Vegan,4,29.8,27.525,74.6,18.7,0.089645254,124,173.5286,0.902277904,,0.54
21,74,RLE,A/J,Vegan,4,27.4,27.525,74.6,18.7,0.097497393,113,226.3826,1.699453303,,0.33
22,75,NT,A/J,Vegan,4,29.6,27.525,75,18.7,0.090250965,147,244.7666,1.456355353,,0.6
22,76,RE,A/J,Vegan,4,27.9,27.525,75,18.7,0.095750128,129,181.5716,1.081412301,,0.5
22,77,LE,A/J,Vegan,4,28.1,27.525,75,18.7,0.095068632,123,190.7636,1.280091116,,0.65
22,78,RLE,A/J,Vegan,4,22.5,27.525,75,18.7,0.118730159,139,62.0756,2.182186788,,0.4
23,79,NT,DBA/2J,Chow,4,32.4,30.71428571,85.5,28.1857143,0.124275636,133,319.0466,1.773394077,,3.14
23,80,RE,DBA/2J,Chow,4,29.2,30.71428571,85.5,28.1857143,0.137894884,134,228.764,1.617494305,,5.78
23,81,LE,DBA/2J,Chow,4,31,30.71428571,85.5,28.1857143,0.129888084,124,245.483,2.269020501,,1.95
24,82,NT,DBA/2J,Chow,4,32.7,30.71428571,111.8,28.1857143,0.123135493,143,200.899,2.127744875,,4.63
24,83,RE,DBA/2J,Chow,4,24.3,30.71428571,111.8,28.1857143,0.165700848,119,305.6714,2.303872437,,2.17
24,84,LE,DBA/2J,Chow,4,36.1,30.71428571,111.8,28.1857143,0.111538244,138,216.5034,1.556264237,,5.35
24,85,RLE,DBA/2J,Chow,4,29.3,30.71428571,111.8,28.1857143,0.137424253,128,292.2962,1.427334852,,1.86
25,86,NT,DBA/2J,American,4,40,39.1375,91.5,24.525,0.087589286,218,379.235,1.753986333,,44.38
25,87,RE,DBA/2J,American,4,40.6,39.1375,91.5,24.525,0.086294863,165,261.0874,1.984965831,,35.9
25,88,LE,DBA/2J,American,4,40.8,39.1375,91.5,24.525,0.085871849,260,371.4328,3.655444191,,72.32
25,89,RLE,DBA/2J,American,4,35.8,39.1375,91.5,24.525,0.097865124,163,321.2758,0.495444191,,66.58
26,90,NT,DBA/2J,American,4,40.3,39.1375,52.9,24.525,0.086937256,131,217.618,0.926514806,,30.1
26,91,RE,DBA/2J,American,4,38.6,39.1375,52.9,24.525,0.090766099,218,341.3386,2.102460137,,43.18
27,92,NT,DBA/2J,American,4,38.5,39.1375,51.8,24.525,0.091001855,179,352.4846,4.262642369,,35.32
27,93,RE,DBA/2J,American,4,38.5,39.1375,51.8,24.525,0.091001855,152,407.1,3.081412301,,39.93
28,94,NT,DBA/2J,Mediterranean,4,40.6,38.5875,101.1,24.925,0.087702322,172,241.0246,1.031207289,,43.8
28,95,RE,DBA/2J,Mediterranean,4,34.2,38.5875,101.1,24.925,0.104114453,177,146.2836,1.136719818,,7.16
28,96,LE,DBA/2J,Mediterranean,4,37.4,38.5875,101.1,24.925,0.095206264,157,90.5536,0.830296128,,8.53
28,97,RLE,DBA/2J,Mediterranean,4,40.6,38.5875,101.1,24.925,0.087702322,154,257.7436,1.123553531,,11.87
29,98,NT,DBA/2J,Mediterranean,4,41.2,38.5875,98.3,24.925,0.086425104,188,193.0968,1.130341686,,43.19
29,99,RE,DBA/2J,Mediterranean,4,38.7,38.5875,98.3,24.925,0.092008121,166,147.3982,0.99047836,,19.78
29,100,LE,DBA/2J,Mediterranean,4,38.2,38.5875,98.3,24.925,0.093212416,188,238.7954,1.757312073,,14.38
29,101,RLE,DBA/2J,Mediterranean,4,37.8,38.5875,98.3,24.925,0.094198791,154,219.8472,1.707061503,,12.35
30,102,NT,DBA/2J,Vegetarian,4,NA,NA,NA,NA,NA,154,NA,NA,,
30,103,RE,DBA/2J,Vegetarian,4,33,36.85714286,87.9,22.0875,0.095616883,118,385.9226,NA,,12.11
30,104,LE,DBA/2J,Vegetarian,4,31.4,36.85714286,87.9,22.0875,0.100489081,127,363.6306,1.901503417,,5.8
30,105,RLE,DBA/2J,Vegetarian,4,39.8,36.85714286,87.9,22.0875,0.07928033,203,252.1706,1.569430524,,41.56
31,106,NT,DBA/2J,Vegetarian,4,38.6,36.85714286,88.8,22.0875,0.081745004,160,254.3998,1.423006834,,39.73
31,107,RE,DBA/2J,Vegetarian,4,38.5,36.85714286,88.8,22.0875,0.081957328,221,284.494,1.939179954,,28.6
31,108,LE,DBA/2J,Vegetarian,4,35.9,36.85714286,88.8,22.0875,0.087892957,125,288.9524,2.097220957,,10.49
31,109,RLE,DBA/2J,Vegetarian,4,40.8,36.85714286,88.8,22.0875,0.077337185,141,346.9116,1.89690205,,55.46
32,110,NT,DBA/2J,Vegan,4,38.7,37.3375,101.3,24.7,0.091177556,155,285.6086,2.083507973,,23.9
32,111,RE,DBA/2J,Vegan,4,39.4,37.3375,101.3,24.7,0.08955765,147,186.4092,1.12095672,,13.53
32,112,LE,DBA/2J,Vegan,4,39.2,37.3375,101.3,24.7,0.090014577,144,222.0764,1.33785877,,24.28
32,113,RLE,DBA/2J,Vegan,4,41.2,37.3375,101.3,24.7,0.085644938,159,237.6808,1.456309795,,28.74
33,114,NT,DBA/2J,Vegan,4,33.7,37.3375,96.3,24.7,0.104705384,152,105.0434,0.941776765,,8.66
33,115,RE,DBA/2J,Vegan,4,37.7,37.3375,96.3,24.7,0.093596059,199,224.3056,NA,,19.26
33,116,LE,DBA/2J,Vegan,4,37.1,37.3375,96.3,24.7,0.095109742,157,118.4186,NA,,15.94
33,117,RLE,DBA/2J,Vegan,4,31.7,37.3375,96.3,24.7,0.111311402,134,174.1486,2.982323462,,4.78
34,118,NT,S/J,American,4,27.8,28.4125,76,21.0625,0.108234841,97,97.2412,1.045211864,,0.7
60,119,RE,S/J,American,4,28.6,28.4125,76,21.0625,0.105207293,127,163.0026,0.846059322,,0.47
34,120,LE,S/J,American,4,30.4,28.4125,76,21.0625,0.098977914,155,438.3088,2.06059322,,0.68
34,121,RLE,S/J,American,4,26.1,28.4125,76,21.0625,0.11528462,157,121.7624,0.919661017,,0.34
35,122,NT,S/J,American,4,28.5,28.4125,55.4,21.0625,0.105576441,132,323.505,1.087372881,,1.32
57,123,RE,S/J,American,4,25.9,28.4125,55.4,21.0625,0.116174848,137,447.2256,1.486016949,,1.37
36,124,NT,S/J,American,4,28.8,28.4125,19.6,21.0625,0.104476687,117,90.5536,0.75970339,,0.75
37,125,NT,S/J,American,4,31.2,28.4125,17.5,21.0625,0.096440018,122,323.505,1.595677966,,0.74
42,126,NT,S/J,Mediterranean,4,31.4,29.81428571,21.4,22.3571429,0.101715846,132,285.6086,1.806355932,,1.56
44,127,RE,S/J,Mediterranean,4,29.3,29.81428571,25.5,22.3571429,0.10900606,150,515.2162,2.572881356,,1.3
38,128,LE,S/J,Mediterranean,4,29.2,29.81428571,28.4,22.3571429,0.109379368,160,175.2632,1.414830508,,1.27
43,129,RLE,S/J,Mediterranean,4,27.9,29.81428571,23.6,22.3571429,0.114475898,124,139.596,1.041186441,,0.73
39,130,NT,S/J,Mediterranean,4,29.6,29.81428571,19.9,22.3571429,0.107901269,151,155.2004,1.09559322,,0.75
40,131,NT,S/J,Mediterranean,4,30,29.81428571,18.3,22.3571429,0.106462585,160,111.731,0.768432203,,0.53
41,132,NT,S/J,Mediterranean,4,31.3,29.81428571,19.4,22.3571429,0.102040817,146,174.1486,0.735889831,,0.36
45,133,NT,S/J,Vegetarian,4,26.9,27.625,58.7,23.625,0.125464684,129,253.2852,1.021186441,,0.62
45,134,RE,S/J,Vegetarian,4,26.7,27.625,58.7,23.625,0.126404494,176,175.2632,0.733050847,,0.53
45,135,LE,S/J,Vegetarian,4,29.8,27.625,58.7,23.625,0.113255034,190,194.2114,1.060550847,,0.54
55,136,NT,S/J,Vegetarian,4,25.5,27.625,38,23.625,0.132352941,160,118.4186,1.293728814,,0.41
56,137,RE,S/J,Vegetarian,4,29,27.625,28.8,23.625,0.11637931,116,341.3386,1.456144068,,0.44
59,138,LE,S/J,Vegetarian,4,28.4,27.625,46.7,23.625,0.118838028,135,223.191,0.699364407,,0.34
46,139,RLE,S/J,Vegetarian,4,29.7,27.625,46.7,23.625,0.113636364,164,165.2318,0.885720339,,0.35
47,140,NT,S/J,Vegetarian,4,25,27.625,16.8,23.625,0.135,144,156.315,1.123728814,,0.46
48,141,NT,S/J,Vegan,4,26,27.65,72.3,23.05,0.126648352,150,204.2428,1.778347458,,0.17
48,142,RE,S/J,Vegan,4,28.9,27.65,72.3,23.05,0.113939694,140,343.5678,0.878728814,,0.79
48,143,LE,S/J,Vegan,4,26.5,27.65,72.3,23.05,0.12425876,151,287.8378,1.072245763,,0.14
49,144,NT,S/J,Vegan,4,28.4,27.65,22.8,23.05,0.115945674,135,222.0764,1.234364407,,0.53
50,145,NT,S/J,Vegan,4,27.8,27.65,19.2,23.05,0.118448099,136,171.9194,1.180381356,,0.55
51,146,NT,S/J,Vegan,4,28,27.65,18.7,23.05,0.117602041,125,92.7828,0.932161017,,0.34
52,147,NT,S/J,Vegan,4,27.6,27.65,51.4,23.05,0.119306418,165,315.7028,0.973177966,,0.91
52,148,RE,S/J,Vegan,4,28,27.65,51.4,23.05,0.117602041,184,203.1282,0.871440678,,0.83
53,149,NT,S/J,Chow,4,27,26.3,69.1,23.03333333,0.121869489,151,286.7232,1.121355932,,0.61
53,150,RE,S/J,Chow,4,24.3,26.3,69.1,23.03333333,0.135410543,135,222.0764,0.231949153,,0.05
53,151,LE,S/J,Chow,4,27.6,26.3,69.1,23.03333333,0.119220152,139,303.4422,0.974533898,,0.57
54,152,NT,S/J,Chow,4,NA,NA,NA,NA,NA,NA,NA,NA,,NA
54,153,RE,S/J,Chow,4,NA,NA,NA,NA,NA,123,44.855,1.879788136,,0.14
54,154,LE,S/J,Chow,4,NA,NA,NA,NA,NA,98,66.0324,1.392754237,,0.24
1,1,RE,C57BL/6J,Chow,5,27.7,29.78571429,52.7,27.2714286,0.140646873,,,,,
1,2,NT,C57BL/6J,Chow,5,28.2,29.78571429,52.7,27.2714286,0.138153134,,,,,
2,3,NT,C57BL/6J,Chow,5,32.9,29.78571429,108.7,27.2714286,0.118416972,,,,,
2,4,RE,C57BL/6J,Chow,5,29.1,29.78571429,108.7,27.2714286,0.133880356,,,,,
2,5,LE,C57BL/6J,Chow,5,30.1,29.78571429,108.7,27.2714286,0.129432504,,,,,
2,6,RLE,C57BL/6J,Chow,5,30.6,29.78571429,108.7,27.2714286,0.127317594,,,,,
3,7,NT,C57BL/6J,Chow,5,29.9,29.78571429,29.5,27.2714286,0.130298273,,,,,
4,8,NT,C57BL/6J,American,5,36.8,35.15,77.1,20.925,0.08123059,,,,,
4,9,RE,C57BL/6J,American,5,31.4,35.15,77.1,20.925,0.095200182,,,,,
4,10,LE,C57BL/6J,American,5,33.5,35.15,77.1,20.925,0.089232409,,,,,
4,11,RLE,C57BL/6J,American,5,32.1,35.15,77.1,20.925,0.093124166,,,,,
5,12,NT,C57BL/6J,American,5,35.2,35.15,90.3,20.925,0.08492289,,,,,
5,13,RE,C57BL/6J,American,5,37.1,35.15,90.3,20.925,0.080573739,,,,,
5,14,LE,C57BL/6J,American,5,38.7,35.15,90.3,20.925,0.077242525,,,,,
5,15,RLE,C57BL/6J,American,5,36.4,35.15,90.3,20.925,0.082123234,,,,,
6,16,NT,C57BL/6J,Mediterranean,5,31.9,33.97142857,66.8,22.2428571,0.09960975,,,,,
6,17,RE,C57BL/6J,Mediterranean,5,30.9,33.97142857,66.8,22.2428571,0.102833366,,,,,
6,18,LE,C57BL/6J,Mediterranean,5,NA,NA,NA,NA,NA,,,,,
6,19,RLE,C57BL/6J,Mediterranean,5,36.6,33.97142857,66.8,22.2428571,0.086818334,,,,,
7,20,NT,C57BL/6J,Mediterranean,5,34.5,33.97142857,88.9,22.2428571,0.092102928,,,,,
7,21,RE,C57BL/6J,Mediterranean,5,34.7,33.97142857,88.9,22.2428571,0.091572075,,,,,
7,22,LE,C57BL/6J,Mediterranean,5,34.7,33.97142857,88.9,22.2428571,0.091572075,,,,,
7,23,RLE,C57BL/6J,Mediterranean,5,34.5,33.97142857,88.9,22.2428571,0.092102928,,,,,
8,24,NT,C57BL/6J,Vegetarian,5,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,5,31.2,30.96666667,45.6,21.5666667,0.098748474,,,,,
8,26,LE,C57BL/6J,Vegetarian,5,30.6,30.96666667,45.6,21.5666667,0.100684718,,,,,
9,27,NT,C57BL/6J,Vegetarian,5,30,30.96666667,61.8,21.5666667,0.102698413,,,,,
9,28,RE,C57BL/6J,Vegetarian,5,31.8,30.96666667,61.8,21.5666667,0.096885295,,,,,
