Mouse Cage ,Mouse Number,Tag,Strain,Diet,Week,PercBWincrease,BW_Average,Food_Mass,Food_Avg,Ingest_bymouse,Glucose,Trig,NEFA,BCAA,Insulin
33,117,RLE,DBA/2J,Vegan,8,33.5,38.0125,103.3,26.7,0.113859275,139,242.4214,1.38155914,,59.5
34,118,NT,S/J,American,8,28.5,29.0125,84,23.6125,0.118358396,157,149.3526,1.271534884,,1.03
60,119,RE,S/J,American,8,28.4,29.0125,84,23.6125,0.118775151,120,130.3158,1.019813953,,0.55
34,120,LE,S/J,American,8,26.2,29.0125,84,23.6125,0.128748637,167,221.2694,0.899255814,,0.53
34,121,RLE,S/J,American,8,31.1,29.0125,84,23.6125,0.108463482,131,393.6582,1.870186047,,1.07
35,122,NT,S/J,American,8,31.9,29.0125,22.2,23.6125,0.105743395,131,184.2534,0.828372093,,1.22
57,123,RE,S/J,American,8,26.5,29.0125,41,23.6125,0.127291105,106,323.8566,1.863813953,,0.98
36,124,NT,S/J,American,8,27.6,29.0125,19.6,23.6125,0.122217909,136,96.4726,1.492697674,,0.65
37,125,NT,S/J,American,8,31.9,29.0125,22.1,23.6125,0.105743395,136,408.4646,2.448046512,,1.12
42,126,NT,S/J,Mediterranean,8,29.5,28.67142857,20.7,22.65714286,0.10971982,138,215.9814,1.335860465,,1.56
44,127,RE,S/J,Mediterranean,8,27.7,28.67142857,28.9,22.65714286,0.116849628,104,185.311,2.165860465,,1.01
38,128,LE,S/J,Mediterranean,8,28.2,28.67142857,21.5,22.65714286,0.114777826,111,218.0966,1.210372093,,1.31
43,129,RLE,S/J,Mediterranean,8,28.2,28.67142857,23,22.65714286,0.114777826,145,343.951,1.458,,0.83
39,130,NT,S/J,Mediterranean,8,29.2,28.67142857,21.2,22.65714286,0.110847079,126,345.0086,2.528465116,,0.97
40,131,NT,S/J,Mediterranean,8,27.8,28.67142857,20.3,22.65714286,0.116429306,170,151.4678,1.187581395,,0.55
41,132,NT,S/J,Mediterranean,8,30.1,28.67142857,23,22.65714286,0.107532714,141,NA,1.718093023,,0.82
45,133,NT,S/J,Vegetarian,8,27.1,28.0375,55.6,22.05,0.116236162,123,327.0294,1.595023256,,0.98
45,134,RE,S/J,Vegetarian,8,27.9,28.0375,55.6,22.05,0.112903226,180,130.3158,1.725116279,,0.38
45,135,LE,S/J,Vegetarian,8,28.7,28.0375,55.6,22.05,0.109756098,125,382.0246,1.645813953,,0.73
55,136,NT,S/J,Vegetarian,8,25.5,28.0375,34.2,22.05,0.123529412,147,93.2998,0.28627907,,0.28
56,137,RE,S/J,Vegetarian,8,28.9,28.0375,22.5,22.05,0.10899654,152,313.2806,1.523395349,,1.19
59,138,LE,S/J,Vegetarian,8,29.9,28.0375,23.4,22.05,0.105351171,105,276.2646,1.261209302,,0.6
46,139,RLE,S/J,Vegetarian,8,31.2,28.0375,23.3,22.05,0.100961538,115,441.2502,0.040837209,,0.81
47,140,NT,S/J,Vegetarian,8,25.1,28.0375,17.4,22.05,0.125498008,96,153.583,NA,,0.37
48,141,NT,S/J,Vegan,8,27.7,28.175,69.9,22.65,0.11681279,156,338.663,0.048604651,,0.92
48,142,RE,S/J,Vegan,8,29.7,28.175,69.9,22.65,0.108946609,128,562.8742,0.066976744,,1.66
48,143,LE,S/J,Vegan,8,26.7,28.175,69.9,22.65,0.121187801,166,588.2566,0.388046512,,0.5
49,144,NT,S/J,Vegan,8,28.3,28.175,21.7,22.65,0.114336194,122,246.6518,1.673953488,,0.62
50,145,NT,S/J,Vegan,8,27.9,28.175,20,22.65,0.115975422,115,282.6102,1.396837209,,0.55
51,146,NT,S/J,Vegan,8,27.7,28.175,20.5,22.65,0.11681279,140,217.039,1.298046512,,0.35
52,147,NT,S/J,Vegan,8,28.5,28.175,49.1,22.65,0.113533835,128,173.6774,0.03,,0.66
52,148,RE,S/J,Vegan,8,28.9,28.175,49.1,22.65,0.111962432,156,174.735,1.028186047,,0.65
53,149,NT,S/J,Chow,8,27.3,27.625,55.7,29.5,0.15436944,119,357.6998,2.318046512,,0.52
53,150,RE,S/J,Chow,8,NA,NA,NA,NA,NA,NA,NA,NA,,
53,151,LE,S/J,Chow,8,27.4,27.625,55.7,29.5,0.153806048,166,NA,1.195534884,,0.78
54,152,NT,S/J,Chow,8,27.2,27.625,62.3,29.5,0.154936975,130,NA,0.831255814,,0.66
54,153,RE,S/J,Chow,8,28.6,27.625,62.3,29.5,0.147352647,125,225.4998,2.443627907,,0.62
54,154,LE,S/J,Chow,8,NA,NA,NA,NA,NA,NA,NA,NA,,
1,1,RE,C57BL/6J,Chow,9,28,29.85714286,54.1,25.1285714,0.128206997,,,,,
1,2,NT,C57BL/6J,Chow,9,27.9,29.85714286,54.1,25.1285714,0.12866652,,,,,
2,3,NT,C57BL/6J,Chow,9,33.1,29.85714286,101.3,25.1285714,0.108453049,,,,,
2,4,RE,C57BL/6J,Chow,9,29.3,29.85714286,101.3,25.1285714,0.122518632,,,,,
2,5,LE,C57BL/6J,Chow,9,30.5,29.85714286,101.3,25.1285714,0.117698227,,,,,
2,6,RLE,C57BL/6J,Chow,9,30.5,29.85714286,101.3,25.1285714,0.117698227,,,,,
3,7,NT,C57BL/6J,Chow,9,29.7,29.85714286,28,25.1285714,0.120868549,,,,,
4,8,NT,C57BL/6J,American,9,43.6,40.0125,86.3,22.6125,0.07409076,,,,,
4,9,RE,C57BL/6J,American,9,37.9,40.0125,86.3,22.6125,0.085233698,,,,,
4,10,LE,C57BL/6J,American,9,39,40.0125,86.3,22.6125,0.08282967,,,,,
4,11,RLE,C57BL/6J,American,9,40.9,40.0125,86.3,22.6125,0.078981837,,,,,
5,12,NT,C57BL/6J,American,9,37.9,40.0125,87.2,22.6125,0.085233698,,,,,
5,13,RE,C57BL/6J,American,9,40.2,40.0125,87.2,22.6125,0.080357143,,,,,
5,14,LE,C57BL/6J,American,9,40.4,40.0125,87.2,22.6125,0.079959335,,,,,
5,15,RLE,C57BL/6J,American,9,40.2,40.0125,87.2,22.6125,0.080357143,,,,,
6,16,NT,C57BL/6J,Mediterranean,9,32.4,37.51428571,78.4,22.9571429,0.10122197,,,,,
6,17,RE,C57BL/6J,Mediterranean,9,32,37.51428571,78.4,22.9571429,0.102487245,,,,,
6,18,LE,C57BL/6J,Mediterranean,9,NA,NA,NA,NA,NA,,,,,
6,19,RLE,C57BL/6J,Mediterranean,9,42.4,37.51428571,78.4,22.9571429,0.077348864,,,,,
7,20,NT,C57BL/6J,Mediterranean,9,37.6,37.51428571,96.3,22.9571429,0.087223187,,,,,
7,21,RE,C57BL/6J,Mediterranean,9,39.4,37.51428571,96.3,22.9571429,0.083238372,,,,,
7,22,LE,C57BL/6J,Mediterranean,9,38.8,37.51428571,96.3,22.9571429,0.084525563,,,,,
7,23,RLE,C57BL/6J,Mediterranean,9,40,37.51428571,96.3,22.9571429,0.081989796,,,,,
8,24,NT,C57BL/6J,Vegetarian,9,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,9,35.5,34.8,47.8,22.6666667,0.091213951,,,,,
8,26,LE,C57BL/6J,Vegetarian,9,33.4,34.8,47.8,22.6666667,0.096948959,,,,,
9,27,NT,C57BL/6J,Vegetarian,9,33.2,34.8,61.5,22.6666667,0.097532989,,,,,
9,28,RE,C57BL/6J,Vegetarian,9,36.9,34.8,61.5,22.6666667,0.087753259,,,,,
9,29,LE,C57BL/6J,Vegetarian,9,36.9,34.8,61.5,22.6666667,0.087753259,,,,,
10,30,NT,C57BL/6J,Vegetarian,9,32.9,34.8,23.6,22.6666667,0.098422348,,,,,
11,31,NT,C57BL/6J,Vegan,9,36.3,33.8625,99.7,22.7875,0.08967926,,,,,
58,32,RE,C57BL/6J,Vegan,9,31.9,33.8625,99.7,22.7875,0.102048813,,,,,
11,33,LE,C57BL/6J,Vegan,9,36.7,33.8625,99.7,22.7875,0.08870183,,,,,
11,34,RLE,C57BL/6J,Vegan,9,32.2,33.8625,99.7,22.7875,0.101098048,,,,,
12,35,NT,C57BL/6J,Vegan,9,35.1,33.8625,83.6,22.7875,0.092745218,,,,,
12,36,RE,C57BL/6J,Vegan,9,35.2,33.8625,83.6,22.7875,0.092481737,,,,,
12,37,LE,C57BL/6J,Vegan,9,33.5,33.8625,83.6,22.7875,0.09717484,,,,,
12,38,RLE,C57BL/6J,Vegan,9,30,33.8625,83.6,22.7875,0.108511905,,,,,
13,39,NT,A/J,Chow,9,29.9,27.63333333,75.7,25.0714286,0.119787045,,,,,
13,40,RE,A/J,Chow,9,29.3,27.63333333,75.7,25.0714286,0.122240022,,,,,
13,41,LE,A/J,Chow,9,NA,NA,NA,NA,NA,,,,,
13,42,RLE,A/J,Chow,9,27.9,27.63333333,75.7,25.0714286,0.12837393,,,,,
14,43,NT,A/J,Chow,9,25.3,27.63333333,69.3,25.0714286,0.141566508,,,,,
14,44,RE,A/J,Chow,9,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,9,24.1,27.63333333,69.3,25.0714286,0.148615463,,,,,
14,46,RLE,A/J,Chow,9,29.3,27.63333333,69.3,25.0714286,0.122240022,,,,,
15,47,NT,A/J,American,9,31.2,32.55,66.1,17.8875,0.081902473,,,,,
15,48,RE,A/J,American,9,33.7,32.55,66.1,17.8875,0.075826621,,,,,
15,49,LE,A/J,American,9,39.4,32.55,66.1,17.8875,0.06485678,,,,,
15,50,RLE,A/J,American,9,30,32.55,66.1,17.8875,0.085178571,,,,,
16,51,NT,A/J,American,9,27.4,32.55,74.3,17.8875,0.09326121,,,,,
16,52,RE,A/J,American,9,33.3,32.55,74.3,17.8875,0.076737452,,,,,
16,53,LE,A/J,American,9,31.9,32.55,74.3,17.8875,0.08010524,,,,,
16,54,RLE,A/J,American,9,33.5,32.55,74.3,17.8875,0.076279318,,,,,
17,55,NT,A/J,Mediterranean,9,31.6,30.0625,60.5,17.825,0.080583183,,,,,
17,56,RE,A/J,Mediterranean,9,28.7,30.0625,60.5,17.825,0.088725734,,,,,
17,57,LE,A/J,Mediterranean,9,25.1,30.0625,60.5,17.825,0.101451338,,,,,
17,58,RLE,A/J,Mediterranean,9,30.4,30.0625,60.5,17.825,0.083764098,,,,,
18,59,NT,A/J,Mediterranean,9,31.1,30.0625,64.3,17.825,0.081878732,,,,,
18,60,RE,A/J,Mediterranean,9,32.3,30.0625,64.3,17.825,0.078836798,,,,,
18,61,LE,A/J,Mediterranean,9,31.1,30.0625,64.3,17.825,0.081878732,,,,,
18,62,RLE,A/J,Mediterranean,9,30.2,30.0625,64.3,17.825,0.084318827,,,,,
19,63,NT,A/J,Vegetarian,9,27.2,29.75,68.1,16.9,0.088760504,,,,,
19,64,RE,A/J,Vegetarian,9,29.3,29.75,68.1,16.9,0.08239883,,,,,
19,65,LE,A/J,Vegetarian,9,33.7,29.75,68.1,16.9,0.071640526,,,,,
19,66,RLE,A/J,Vegetarian,9,28.6,29.75,68.1,16.9,0.084415584,,,,,
20,67,NT,A/J,Vegetarian,9,29.4,29.75,76.9,16.9,0.082118562,,,,,
20,68,RE,A/J,Vegetarian,9,28.9,29.75,76.9,16.9,0.083539298,,,,,
20,69,LE,A/J,Vegetarian,9,31.5,29.75,76.9,16.9,0.076643991,,,,,
20,70,RLE,A/J,Vegetarian,9,29.4,29.75,76.9,16.9,0.082118562,,,,,
21,71,NT,A/J,Vegan,9,28.1,28.5,77.1,17.625,0.089603457,,,,,
21,72,RE,A/J,Vegan,9,30.1,28.5,77.1,17.625,0.083649739,,,,,
21,73,LE,A/J,Vegan,9,32.7,28.5,77.1,17.625,0.076998689,,,,,
21,74,RLE,A/J,Vegan,9,27.7,28.5,77.1,17.625,0.09089737,,,,,
22,75,NT,A/J,Vegan,9,30.8,28.5,61,17.625,0.081748609,,,,,
22,76,RE,A/J,Vegan,9,26.5,28.5,61,17.625,0.095013477,,,,,
22,77,LE,A/J,Vegan,9,28,28.5,61,17.625,0.089923469,,,,,
22,78,RLE,A/J,Vegan,9,24.1,28.5,61,17.625,0.1044754,,,,,
23,79,NT,DBA/2J,Chow,9,33.9,29.77142857,NA,NA,NA,,,,,
23,80,RE,DBA/2J,Chow,9,30.1,29.77142857,NA,NA,NA,,,,,
23,81,LE,DBA/2J,Chow,9,30.2,29.77142857,NA,NA,NA,,,,,
24,82,NT,DBA/2J,Chow,9,30,29.77142857,NA,NA,NA,,,,,
24,83,RE,DBA/2J,Chow,9,22,29.77142857,NA,NA,NA,,,,,
24,84,LE,DBA/2J,Chow,9,34.2,29.77142857,NA,NA,NA,,,,,
24,85,RLE,DBA/2J,Chow,9,28,29.77142857,NA,NA,NA,,,,,
25,86,NT,DBA/2J,American,9,42.4,42.6875,98.5,26.4375,0.089075135,,,,,
25,87,RE,DBA/2J,American,9,47,42.6875,98.5,26.4375,0.080357143,,,,,
25,88,LE,DBA/2J,American,9,44.2,42.6875,98.5,26.4375,0.085447641,,,,,
25,89,RLE,DBA/2J,American,9,39.1,42.6875,98.5,26.4375,0.096592985,,,,,
26,90,NT,DBA/2J,American,9,43.7,42.6875,56.9,26.4375,0.086425302,,,,,
26,91,RE,DBA/2J,American,9,41.5,42.6875,56.9,26.4375,0.091006885,,,,,
27,92,NT,DBA/2J,American,9,41.6,42.6875,56.1,26.4375,0.090788118,,,,,
27,93,RE,DBA/2J,American,9,42,42.6875,56.1,26.4375,0.089923469,,,,,
28,94,NT,DBA/2J,Mediterranean,9,43.2,41.525,104.6,26.5,0.087632275,,,,,
28,95,RE,DBA/2J,Mediterranean,9,37.1,41.525,104.6,26.5,0.102040816,,,,,
28,96,LE,DBA/2J,Mediterranean,9,39.8,41.525,104.6,26.5,0.095118449,,,,,
28,97,RLE,DBA/2J,Mediterranean,9,44,41.525,104.6,26.5,0.086038961,,,,,
29,98,NT,DBA/2J,Mediterranean,9,45.4,41.525,107.4,26.5,0.083385777,,,,,
29,99,RE,DBA/2J,Mediterranean,9,41.8,41.525,107.4,26.5,0.090567327,,,,,
29,100,LE,DBA/2J,Mediterranean,9,40.9,41.525,107.4,26.5,0.092560251,,,,,
29,101,RLE,DBA/2J,Mediterranean,9,40,41.525,107.4,26.5,0.094642857,,,,,
30,102,NT,DBA/2J,Vegetarian,9,NA,NA,NA,NA,NA,,,,,
30,103,RE,DBA/2J,Vegetarian,9,33.8,38.12857143,76.9,22.1875,0.093776416,,,,,
30,104,LE,DBA/2J,Vegetarian,9,34,38.12857143,76.9,22.1875,0.09322479,,,,,
30,105,RLE,DBA/2J,Vegetarian,9,39.9,38.12857143,76.9,22.1875,0.079439671,,,,,
31,106,NT,DBA/2J,Vegetarian,9,39.5,38.12857143,100.6,22.1875,0.080244123,,,,,
31,107,RE,DBA/2J,Vegetarian,9,39.4,38.12857143,100.6,22.1875,0.080447788,,,,,
31,108,LE,DBA/2J,Vegetarian,9,37.3,38.12857143,100.6,22.1875,0.08497702,,,,,
31,109,RLE,DBA/2J,Vegetarian,9,43,38.12857143,100.6,22.1875,0.073712625,,,,,
32,110,NT,DBA/2J,Vegan,9,41.3,39.475,116,28,0.0968523,,,,,
32,111,RE,DBA/2J,Vegan,9,41.7,39.475,116,28,0.095923261,,,,,
32,112,LE,DBA/2J,Vegan,9,40.8,39.475,116,28,0.098039216,,,,,
32,113,RLE,DBA/2J,Vegan,9,42.5,39.475,116,28,0.094117647,,,,,
33,114,NT,DBA/2J,Vegan,9,37,39.475,108,28,0.108108108,,,,,
33,115,RE,DBA/2J,Vegan,9,39.1,39.475,108,28,0.10230179,,,,,
33,116,LE,DBA/2J,Vegan,9,39.9,39.475,108,28,0.100250627,,,,,
33,117,RLE,DBA/2J,Vegan,9,33.5,39.475,108,28,0.119402985,,,,,
34,118,NT,S/J,American,9,28.8,28.775,80.8,22.95,0.113839286,,,,,
60,119,RE,S/J,American,9,27.9,28.775,80.8,22.95,0.117511521,,,,,
34,120,LE,S/J,American,9,26,28.775,80.8,22.95,0.126098901,,,,,
34,121,RLE,S/J,American,9,31,28.775,80.8,22.95,0.105760369,,,,,
35,122,NT,S/J,American,9,30.2,28.775,19.5,22.95,0.108561968,,,,,
57,123,RE,S/J,American,9,27.2,28.775,44.2,22.95,0.120535714,,,,,
36,124,NT,S/J,American,9,27.3,28.775,18.8,22.95,0.120094192,,,,,
37,125,NT,S/J,American,9,31.8,28.775,20.3,22.95,0.10309973,,,,,
42,126,NT,S/J,Mediterranean,9,28.8,28.47142857,21.2,22.48571429,0.111536281,,,,,
44,127,RE,S/J,Mediterranean,9,28.4,28.47142857,28.5,22.48571429,0.113107215,,,,,
38,128,LE,S/J,Mediterranean,9,27.1,28.47142857,20.2,22.48571429,0.118533022,,,,,
43,129,RLE,S/J,Mediterranean,9,28.1,28.47142857,20.8,22.48571429,0.114314765,,,,,
39,130,NT,S/J,Mediterranean,9,29.3,28.47142857,21.8,22.48571429,0.109632932,,,,,
40,131,NT,S/J,Mediterranean,9,27.3,28.47142857,20.6,22.48571429,0.117664648,,,,,
41,132,NT,S/J,Mediterranean,9,30.3,28.47142857,24.3,22.48571429,0.106014683,,,,,
45,133,NT,S/J,Vegetarian,9,26.9,27.3875,63.4,23.5125,0.124867233,,,,,
45,134,RE,S/J,Vegetarian,9,27.7,27.3875,63.4,23.5125,0.121260959,,,,,
45,135,LE,S/J,Vegetarian,9,28.5,27.3875,63.4,23.5125,0.117857143,,,,,
55,136,NT,S/J,Vegetarian,9,26,27.3875,42.1,23.5125,0.12918956,,,,,
56,137,RE,S/J,Vegetarian,9,27.7,27.3875,22.2,23.5125,0.121260959,,,,,
59,138,LE,S/J,Vegetarian,9,28.1,27.3875,22.4,23.5125,0.119534825,,,,,
46,139,RLE,S/J,Vegetarian,9,30.2,27.3875,22.2,23.5125,0.1112228,,,,,
47,140,NT,S/J,Vegetarian,9,24,27.3875,15.8,23.5125,0.139955357,,,,,
48,141,NT,S/J,Vegan,9,27.2,28.0125,76.2,24.4875,0.128610819,,,,,
48,142,RE,S/J,Vegan,9,29.7,28.0125,76.2,24.4875,0.117784993,,,,,
48,143,LE,S/J,Vegan,9,27.6,28.0125,76.2,24.4875,0.126746894,,,,,
49,144,NT,S/J,Vegan,9,28.5,28.0125,23.5,24.4875,0.122744361,,,,,
50,145,NT,S/J,Vegan,9,27.2,28.0125,21.1,24.4875,0.128610819,,,,,
51,146,NT,S/J,Vegan,9,27,28.0125,20.9,24.4875,0.129563492,,,,,
52,147,NT,S/J,Vegan,9,28.3,28.0125,54.2,24.4875,0.123611812,,,,,
52,148,RE,S/J,Vegan,9,28.6,28.0125,54.2,24.4875,0.122315185,,,,,
53,149,NT,S/J,Chow,9,28.8,28.2,58.9,28.975,0.143725198,,,,,
53,150,RE,S/J,Chow,9,NA,NA,NA,NA,NA,,,,,
53,151,LE,S/J,Chow,9,27.4,28.2,58.9,28.975,0.151068822,,,,,
54,152,NT,S/J,Chow,9,26.9,28.2,57,28.975,0.153876792,,,,,
54,153,RE,S/J,Chow,9,29.7,28.2,57,28.975,0.139369889,,,,,
54,154,LE,S/J,Chow,9,NA,NA,NA,NA,NA,,,,,
1,1,RE,C57BL/6J,Chow,10,27.6,29.8,53.8,26.68571429,0.138124815,,,,,
1,2,NT,C57BL/6J,Chow,10,28.1,29.8,53.8,26.68571429,0.135667078,,,,,
2,3,NT,C57BL/6J,Chow,10,33.2,29.8,103.1,26.68571429,0.114826654,,,,,
2,4,RE,C57BL/6J,Chow,10,28.7,29.8,103.1,26.68571429,0.132830833,,,,,
2,5,LE,C57BL/6J,Chow,10,30.5,29.8,103.1,26.68571429,0.124991636,,,,,
2,6,RLE,C57BL/6J,Chow,10,31,29.8,103.1,26.68571429,0.122975642,,,,,
3,7,NT,C57BL/6J,Chow,10,29.5,29.8,29.9,26.68571429,0.129228641,,,,,
4,8,NT,C57BL/6J,American,10,44.3,41.8625,85.4,23.75,0.076588197,,,,,
4,9,RE,C57BL/6J,American,10,39.5,41.8625,85.4,23.75,0.085895118,,,,,
4,10,LE,C57BL/6J,American,10,40.6,41.8625,85.4,23.75,0.08356791,,,,,
4,11,RLE,C57BL/6J,American,10,42.6,41.8625,85.4,23.75,0.079644534,,,,,
5,12,NT,C57BL/6J,American,10,39.3,41.8625,104.6,23.75,0.086332243,,,,,
5,13,RE,C57BL/6J,American,10,44.3,41.8625,104.6,23.75,0.076588197,,,,,
5,14,LE,C57BL/6J,American,10,42.1,41.8625,104.6,23.75,0.080590431,,,,,
5,15,RLE,C57BL/6J,American,10,42.2,41.8625,104.6,23.75,0.080399458,,,,,
6,16,NT,C57BL/6J,Mediterranean,10,33.8,39.02857143,78.1,24.82857143,0.104939017,,,,,
6,17,RE,C57BL/6J,Mediterranean,10,33.1,39.02857143,78.1,24.82857143,0.107158271,,,,,
6,18,LE,C57BL/6J,Mediterranean,10,NA,NA,NA,NA,NA,,,,,
6,19,RLE,C57BL/6J,Mediterranean,10,43.7,39.02857143,78.1,24.82857143,0.081165647,,,,,
7,20,NT,C57BL/6J,Mediterranean,10,39,39.02857143,95.7,24.82857143,0.090947148,,,,,
7,21,RE,C57BL/6J,Mediterranean,10,40.4,39.02857143,95.7,24.82857143,0.087795514,,,,,
7,22,LE,C57BL/6J,Mediterranean,10,41.2,39.02857143,95.7,24.82857143,0.086090747,,,,,
7,23,RLE,C57BL/6J,Mediterranean,10,42,39.02857143,95.7,24.82857143,0.084450923,,,,,
8,24,NT,C57BL/6J,Vegetarian,10,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,10,36,35.73333333,47.9,22.91666667,0.090939153,,,,,
8,26,LE,C57BL/6J,Vegetarian,10,33,35.73333333,47.9,22.91666667,0.099206349,,,,,
9,27,NT,C57BL/6J,Vegetarian,10,35.5,35.73333333,67.6,22.91666667,0.092219987,,,,,
9,28,RE,C57BL/6J,Vegetarian,10,38.1,35.73333333,67.6,22.91666667,0.085926759,,,,,
9,29,LE,C57BL/6J,Vegetarian,10,38.7,35.73333333,67.6,22.91666667,0.084594561,,,,,
10,30,NT,C57BL/6J,Vegetarian,10,33.1,35.73333333,22,22.91666667,0.098906632,,,,,
11,31,NT,C57BL/6J,Vegan,10,36.8,34.8125,96.5,22.925,0.088994565,,,,,
58,32,RE,C57BL/6J,Vegan,10,32.5,34.8125,96.5,22.925,0.100769231,,,,,
11,33,LE,C57BL/6J,Vegan,10,38.1,34.8125,96.5,22.925,0.085958005,,,,,
11,34,RLE,C57BL/6J,Vegan,10,32.7,34.8125,96.5,22.925,0.100152905,,,,,
12,35,NT,C57BL/6J,Vegan,10,36,34.8125,86.9,22.925,0.090972222,,,,,
12,36,RE,C57BL/6J,Vegan,10,36.5,34.8125,86.9,22.925,0.089726027,,,,,
12,37,LE,C57BL/6J,Vegan,10,34.6,34.8125,86.9,22.925,0.094653179,,,,,
12,38,RLE,C57BL/6J,Vegan,10,31.3,34.8125,86.9,22.925,0.104632588,,,,,
13,39,NT,A/J,Chow,10,30.1,27.88333333,73,23.6,0.112007594,,,,,
13,40,RE,A/J,Chow,10,30.4,27.88333333,73,23.6,0.110902256,,,,,
13,41,LE,A/J,Chow,10,NA,NA,NA,NA,NA,,,,,
13,42,RLE,A/J,Chow,10,27.5,27.88333333,73,23.6,0.122597403,,,,,
14,43,NT,A/J,Chow,10,25.4,27.88333333,68.6,23.6,0.132733408,,,,,
14,44,RE,A/J,Chow,10,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,10,24.6,27.88333333,68.6,23.6,0.137049942,,,,,
14,46,RLE,A/J,Chow,10,29.3,27.88333333,68.6,23.6,0.115065822,,,,,
15,47,NT,A/J,American,10,32,33.3,76.2,18.925,0.084486607,,,,,
15,48,RE,A/J,American,10,34.2,33.3,76.2,18.925,0.079051796,,,,,
15,49,LE,A/J,American,10,40.2,33.3,76.2,18.925,0.067253021,,,,,
15,50,RLE,A/J,American,10,30.9,33.3,76.2,18.925,0.087494221,,,,,
16,51,NT,A/J,American,10,27.9,33.3,75.2,18.925,0.096902202,,,,,
16,52,RE,A/J,American,10,34.1,33.3,75.2,18.925,0.07928362,,,,,
16,53,LE,A/J,American,10,34.3,33.3,75.2,18.925,0.078821324,,,,,
16,54,RLE,A/J,American,10,32.8,33.3,75.2,18.925,0.082425958,,,,,
17,55,NT,A/J,Mediterranean,10,31.8,30.4,75.3,18.6625,0.083838724,,,,,
17,56,RE,A/J,Mediterranean,10,29.4,30.4,75.3,18.6625,0.090682702,,,,,
17,57,LE,A/J,Mediterranean,10,25.3,30.4,75.3,18.6625,0.105378317,,,,,
17,58,RLE,A/J,Mediterranean,10,31.2,30.4,75.3,18.6625,0.085451007,,,,,
18,59,NT,A/J,Mediterranean,10,32,30.4,74,18.6625,0.083314732,,,,,
18,60,RE,A/J,Mediterranean,10,32.8,30.4,74,18.6625,0.081282666,,,,,
18,61,LE,A/J,Mediterranean,10,31.1,30.4,74,18.6625,0.085725769,,,,,
18,62,RLE,A/J,Mediterranean,10,29.6,30.4,74,18.6625,0.090069981,,,,,
19,63,NT,A/J,Vegetarian,10,27.5,29.9,72.2,18.1625,0.094350649,,,,,
19,64,RE,A/J,Vegetarian,10,28.9,29.9,72.2,18.1625,0.08978003,,,,,
19,65,LE,A/J,Vegetarian,10,35.1,29.9,72.2,18.1625,0.073921449,,,,,
19,66,RLE,A/J,Vegetarian,10,28.1,29.9,72.2,18.1625,0.092336045,,,,,
20,67,NT,A/J,Vegetarian,10,29.7,29.9,73.1,18.1625,0.087361712,,,,,
20,68,RE,A/J,Vegetarian,10,29,29.9,73.1,18.1625,0.089470443,,,,,
20,69,LE,A/J,Vegetarian,10,31.5,29.9,73.1,18.1625,0.082369615,,,,,
20,70,RLE,A/J,Vegetarian,10,29.4,29.9,73.1,18.1625,0.088253158,,,,,
21,71,NT,A/J,Vegan,10,28.1,28.8375,72.3,18.1125,0.092081851,,,,,
21,72,RE,A/J,Vegan,10,31.2,28.8375,72.3,18.1125,0.082932692,,,,,
21,73,LE,A/J,Vegan,10,32.4,28.8375,72.3,18.1125,0.079861111,,,,,
21,74,RLE,A/J,Vegan,10,27.7,28.8375,72.3,18.1125,0.093411552,,,,,
22,75,NT,A/J,Vegan,10,31.2,28.8375,72.6,18.1125,0.082932692,,,,,
22,76,RE,A/J,Vegan,10,27,28.8375,72.6,18.1125,0.095833333,,,,,
22,77,LE,A/J,Vegan,10,29,28.8375,72.6,18.1125,0.089224138,,,,,
22,78,RLE,A/J,Vegan,10,24.1,28.8375,72.6,18.1125,0.107365145,,,,,
23,79,NT,DBA/2J,Chow,10,33.5,30.64285714,90.3,30.1,0.128358209,,,,,
23,80,RE,DBA/2J,Chow,10,30.7,30.64285714,90.3,30.1,0.140065147,,,,,
23,81,LE,DBA/2J,Chow,10,28.4,30.64285714,90.3,30.1,0.151408451,,,,,
24,82,NT,DBA/2J,Chow,10,30.3,30.64285714,NA,NA,NA,,,,,
24,83,RE,DBA/2J,Chow,10,24.3,30.64285714,NA,NA,NA,,,,,
24,84,LE,DBA/2J,Chow,10,37,30.64285714,NA,NA,NA,,,,,
24,85,RLE,DBA/2J,Chow,10,30.3,30.64285714,NA,NA,NA,,,,,
25,86,NT,DBA/2J,American,10,44.2,43.6375,102.4,27.525,0.088962508,,,,,
25,87,RE,DBA/2J,American,10,48.4,43.6375,102.4,27.525,0.081242621,,,,,
25,88,LE,DBA/2J,American,10,45.2,43.6375,102.4,27.525,0.086994311,,,,,
25,89,RLE,DBA/2J,American,10,39.7,43.6375,102.4,27.525,0.09904642,,,,,
26,90,NT,DBA/2J,American,10,44.2,43.6375,58.8,27.525,0.088962508,,,,,
26,91,RE,DBA/2J,American,10,42.4,43.6375,58.8,27.525,0.092739218,,,,,
27,92,NT,DBA/2J,American,10,42.1,43.6375,59,27.525,0.093400068,,,,,
